Publisher,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020
FunSoft,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,
Funbox Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8600000000000001,0.9000000000000001,,,0.9100000000000001,,,
Funcom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,0.2,,,,,,
Funsta,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.16,,,,,,,,,,,
G.Rev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,,,,,,,,
GN Software,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.04,,0.05,,,,,,,,
GOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,
GSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,2.91,3.37,3.69,,,,,,,
GT Interactive,,,,,,,,,,,,,,,,0.27,5.98,12.390000000000002,18.17,25.23,,,,,,,,,,,,,,,,,,,
Gaga,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,
Gainax Network Systems,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,
Gakken,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,
Game Arts,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,
Game Factory,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.27999999999999997,0.33999999999999997,0.58,2.1100000000000003,3.6400000000000006,,3.7900000000000005,,,,,,,,
Game Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.30000000000000004,,,,,,,,,
GameMill Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,1.17,1.38,,,,,,
GameTek,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,
Gamebridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.73,,,,,,,,,
Gamecock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19999999999999998,,,,,,,,,,
Gameloft,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,
Gathering of Developers,,,,,,,,,,,,,,,,,,,,,,0.67,,0.73,1.19,,,,,,,,,,,,,,
General Entertainment,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,
Genki,,,,,,,,,,,,,,,,,,,,0.17,,0.23,,1.32,,,,1.4100000000000001,,,,,1.4600000000000002,,,,,,
Genterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,
