Platform,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020
NES,,,,10.959999999999999,61.05000000000001,114.49000000000001,150.9,170.66,215.67,223.51999999999998,239.26,245.37,247.35,250.96,251.07000000000002,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,0.21000000000000002,1.01,1.34,1.4400000000000002,,,,,,,,,,,,,,,,,,,,,,
PC,,,,,,0.03,,,0.06,,,,3.0799999999999996,,15.93,20.16,30.75,42.010000000000005,45.290000000000006,50.040000000000006,54.720000000000006,60.230000000000004,68.83,77.78999999999999,88.24999999999999,92.71999999999998,95.68999999999998,105.08999999999997,117.75999999999995,134.92,159.22,194.28000000000003,217.81000000000003,230.64000000000001,244.03,252.1,254.7,,
PCFX,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,
PS,,,,,,,,,,,,,,,6.020000000000001,41.940000000000026,136.62,272.69999999999993,442.28,586.8500000000001,683.1300000000001,718.6500000000001,725.3400000000001,727.3900000000001,,,,,,,,,,,,,,,
PS2,,,,,,,,,,,,,,,,,,,,,39.11000000000001,205.54000000000008,410.94000000000017,595.2300000000001,807.01,967.6600000000001,1071.0800000000002,1147.0800000000002,1200.91,1227.3600000000001,1232.99,1233.46,,,,,,,
PS3,,,,,,,,,,,,,,,,,,,,,,,,,,,21.070000000000004,94.88000000000007,214.57000000000008,346.9100000000001,491.33000000000015,650.7000000000003,760.1900000000003,877.5800000000003,928.5400000000003,946.7600000000003,949.3500000000004,,
PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.760000000000005,123.52000000000004,238.82,278.07,278.09999999999997,
PSP,,,,,,,,,,,,,,,,,,,,,,,,,7.13,51.360000000000014,107.21000000000006,154.6900000000001,189.37000000000015,227.44000000000017,262.55000000000024,280.4400000000002,288.1600000000002,291.3500000000002,291.5900000000002,291.7100000000002,,,
PSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1499999999999995,23.680000000000003,36.370000000000005,51.10999999999999,58.20999999999998,61.57999999999998,61.59999999999998,
SAT,,,,,,,,,,,,,,,3.6400000000000006,15.219999999999999,22.91,29.68,33.5,33.59,,,,,,,,,,,,,,,,,,,
